"prix";"surface";"nb_pieces";"nb_chambres";"description";"transaction";"type_bien";"source";"ville";"code_postal"
"24131";"37.0";"";"";"Local professionnel – 37 m² – Paris 4ᵉ – Métro Saint-Paul  À deux pas du quartier Saint-Paul, dans un immeuble datant du 17e siècle, au cœur du Marais, ce local professionnel de charme donnant sur...";"locations";"appartements";"Pap";"Paris";"75004"
"200";"";"";"";"Emplacement de parking à louer, à Paris 9ème au 6/8, Rue Catherine de la Rochefoucauld.  **Parking couvert**, Emplacement sécurisé, numéroté et attitré, Gardien en journée + Ronde de nuit +...";"locations";"appartements";"Pap";"Paris";"75009"
"125";"8.0";"";"";"Bureau privatif 1/2 journée semaine avec un bail de location.  Profitez d'un bureau privatif équipé (Wi-Fi haut débit), accessible une demi-journée par semaine, avec domiciliation commerciale via un...";"locations";"appartements";"Pap";"Paris";"75010"
"5500";"75.63";"";"";"Rez-de-chaussée : environ  75,63 m² Sous-sol : environ 28,31 m².  Idéal pour commerces de quartier, ce local commercial est doté d'une façade de 6,5 mètres et est situé dans le quartier historique...";"locations";"appartements";"Pap";"Paris";"75017"
"2990";"85.0";"";"";"Dans cet immeuble du 18ᵉ arrondissement, **un grand Loft/Atelier** est disponible à la location pour une grande équipe.  Facilement accessibles en métro, les locataires auront à disposition une...";"locations";"appartements";"Pap";"Paris";"75018"
"255";"25.0";"";"";"Nous vous proposons **3 cabinets rénovés et tout équipés au cœur de Paris**.  Location à temps partiel (à partir d'une journée par semaine) jusqu'au temps plein.  Les cabinets disponibles sont situés...";"locations";"appartements";"Pap";"Paris";"75012"
"8192";"192.0";"";"";"Métro Javel. **2 surfaces de bureau de 95 et 97 m2 sont à louer séparément ou ensemble**. Les deux locaux ont un plateau central de 60 m2 avec une aile pour le complément. Ils sont pour l'essentiel...";"locations";"appartements";"Pap";"Paris";"75015"
"1150";"30.0";"2";"1";"2 pièces de 30 m² avec une chambre de 7,5 m². 165 rue du Château Paris XIVème. 2 pièces meublé de 30 m2 en bon état, situé au 1er étage sans ascenseur. Il comprend un séjour cuisine, une chambre, une...";"locations";"appartements";"Pap";"Paris";"75014"
"900";"17.0";"1";"";"**Studio rénové et meublé de 18 m²**, disponible avenue d'Italie dans le 13ᵉ arrondissement.  Il est composé d'une pièce principale avec cuisine individuelle, d'une salle de douche et d'un wc, il est...";"locations";"appartements";"Pap";"Paris";"75013"
"2500";"37.0";"";"";"Location d'un Local éphémère du 10 avril au 10 septembre à louer près de la Tour Eiffel au 32, avenue Rapp 75007 Paris.  Possibilité de faire des bureaux, de l'informatique, une Galerie, un Change,...";"locations";"appartements";"Pap";"Paris";"75007"
"1990";"38.0";"2";"1";"LOCATION MEUBLEE POUR LOGEMENT DE FONCTION LOCATION MEUBLEE POUR  UNE SOCIETE  Très beau deux pièces MEUBLE 38 m2.  Cet appartement bénéficie d'un emplacement exceptionnel, Boulevard Malesherbes, en...";"locations";"appartements";"Pap";"Paris";"75008"
"11985";"220.0";"";"";"Bureaux d'exception, place Wagram (75017). Emplacement privilégié : À proximité immédiate du nouveau Palais de Justice et du Parc Monceau Descriptif des bureaux Dans un immeuble haussmannien de haut...";"locations";"appartements";"Pap";"Paris";"75017"
"260";"";"";"";"21 rue Herold, proche de la place des Victoires, du Palais Royal, du Louvre, dans un petit immeuble récent parfaitement sécurisé, AU 1ER SOUS SOL, PLACE N°1 DEVANT L'ENTREE ET LA SORTIE. Emplacement...";"locations";"appartements";"Pap";"Paris";"75001"
"2200";"34.0";"";"";"PARIS OPÉRA - Loue bureaux 34 M2 Je propose un espace à la location ENTIÈREMENT REFAIT ET DISPONIBLE TOUT DE SUITE. Il est situé au milieu du triangle d'or : rue de la Paix, rue Saint Honoré, avenue...";"locations";"appartements";"Pap";"Paris";"75001"
"155";"";"";"";"Quartier Trudaine, au 12 rue Turgot 75009 avec second accès par 61 Rue Marguerite de Rochechouart, idéal SUV ou camionnette, bonne hauteur 2,20 m, 3e étage avec ascenseur, entré parking avec double...";"locations";"appartements";"Pap";"Paris";"75009"
"90";"";"";"";"Le parking de la Durance est situé dans le 12e arrondissement (accès voiture par la rue de la Brèche aux Loups), à 5 min à pied de la station de métro Daumesnil.  Le parking est couvert, sécurisé et...";"locations";"appartements";"Pap";"Paris";"75012"
"890";"21.0";"1";"";"Paris 17 Porte Maillot.  Dans un quartier très bien desservi, métro, RER, bus ,tram entre la Porte Maillot et la Porte de Champerret, Très belle chambre meublée avec salle de bains et toilettes...";"locations";"appartements";"Pap";"Paris";"75017"
"1150";"32.0";"1";"";"Quartier Halles Pajol, avec salles de réunions, dynamique, avec terrasses de café et boutiques. Esplanade Nathalie Sarraute  Stations de métro: Max Dormoy, La Chapelle, Porte de La Chapelle Bus 38,...";"locations";"appartements";"Pap";"Paris";"75018"
"9855";"365.0";"7";"4";"**Superbe maison d'architecte** (360m² répartis sur 4 niveaux), style contemporain. **Superbes aménagements intérieurs**, située dans une rue très calme à sens unique à proximité immédiate du parc...";"locations";"appartements";"Pap";"Paris";"75014"
"150";"";"1";"";"Cave saine de 10m2 avec lumière et prise électrique.";"locations";"appartements";"Pap";"Paris";"75014"
"938";"15.0";"";"";"** Un bureau indépendant** à louer au 2e étage d'un hôtel particulier du 18e siècle (Hôtel de Massa - classé monument historique) situé dans un parc arboré au cœur du XIVe arrondissement, à proximité...";"locations";"appartements";"Pap";"Paris";"75014"
"4300";"140.0";"";"";"Local commercial refait complètement à neuf. Situé au rez-de-chaussée comprenant une pièce et deux wc (109 m² en loi Carrez), et d'une pièce au sous-sol (31 m² en loi Carrez) directement reliée et...";"locations";"appartements";"Pap";"Paris";"75015"
"290";"";"";"";"Parking 1er s/sol dans le parking  SAEMES situé sous le boulevard  Péreire 75017 Paris  Entrée piéton au 147 Bd Péreire. 290 euros/mois charges comprises";"locations";"appartements";"Pap";"Paris";"75017"
"250";"180.0";"";"";"À seulement 50 mètres de la place Colonel Fabien, nous proposons plusieurs postes de travail dans un open space de 180 m², spacieux, hauts de plafond, lumineux et parfaitement au calme.  Situé au 1er...";"locations";"appartements";"Pap";"Paris";"75019"
"80";"";"";"";"Quartier La Villette. Parking est idéalement situé  dans une résidence sécurisée  Rue des Ardennes - Paris 19ème. Idéal SUV ou camionnette, bonne hauteur, entrée parking avec double portail,...";"locations";"appartements";"Pap";"Paris";"75019"
"3500";"95.0";"";"";"Des locaux pour professions libérales ou indépendants (bail libéral non professionnel). **Superbe appartement Haussmannien** d’une surface de 95m2 complètement rénovée, avec : - une cuisine équipée /...";"locations";"appartements";"Pap";"Paris";"75010"
"800";"20.0";"";"";"Dans centre d'affaires sécurisé avec accès 24h/24 et 7j/7 venez découvrir vos nouveaux bureaux.  Réception courriers Proches commerces et transports.  Loyer 800 € HT/charges comprises. Les charges...";"locations";"appartements";"Pap";"Paris";"75012"
"100";"";"";"";"Belle place de parking à louer dans résidence moderne et sécurisée (Pass Vigik, codes d'accès et vidéo-surveillance). Accès facile: 1er sous-sol face à l'entrée. Paris 13ème Quartier Tolbiac/BNF.";"locations";"appartements";"Pap";"Paris";"75013"
"1700";"52.0";"3";"2";"Charmant 3 pièces de 52 m² meublé avec joli balcon filant de 11m2 , chose rare sur Paris en plein cœur du 15ème (proche Montparnasse).  Appartement très cosy, clair et sans perte de place. Parfait...";"locations";"appartements";"Pap";"Paris";"75015"
"902";"17.0";"1";"";"Paris 3, rue Turenne / rue Bretagne. Studio 16 m2 Carrez (17 m2 habitables) meublé (1 lit mezzanine 190x90 cm, 1 table, 2 chaises) au 6ème et dernier étage avec ascenseur. Immeuble 19ème siècle...";"locations";"appartements";"Pap";"Paris";"75003"
"1100";"19.46";"1";"";"Métro Volontaires/métro Pasteur. Studio 19,46m2. Au 5e étage  ascenseur donnant sur rue calme.  **Ensoleillé. Repeint. 2 portes fenêtres**. Cuisine équipée. Salle de bains-wc. Machine à laver ...";"locations";"appartements";"Pap";"Paris";"75015"
"2800";"85.0";"6";"3";"Implanté sur un emplacement idyllique, tout à la fois au bord du Canal, aux pieds du parc de la Villette et à l'entrée de la coulée verte,  l'immeuble est sublimé par son architecture primée.  Situé...";"locations";"appartements";"Pap";"Paris";"75019"
"1204";"34.63";"2";"1";"PARIS XIXème, métro Jaurès, proche buttes Chaumont-marché Secrétan. 2 pièces, 34 m², 5ème sans ascenseur, meublé, clair (double orientation), **calme, parquet-tomettes-cheminées**, cuisine séparée,...";"locations";"appartements";"Pap";"Paris";"75019"
"115";"";"";"";"Box fermé situé au 29 rue de la Grange aux Belles à louer dès maintenant. * Emplacement sous-terrain, au 1er sous-sol, pour tout type de véhicule. * Hauteur : 1m99 · Longueur : 5m · Largueur : entre...";"locations";"appartements";"Pap";"Paris";"75010"
"11375";"380.0";"";"";"Très beau local de 300 mètres carrés ( open space) en rez-de-chaussée sur un seul plan+ 80 mètres carrés en sous-sol avec escalier intérieur. Une grande verrière de 60 mètres carrés apporte un puits...";"locations";"appartements";"Pap";"Paris";"75011"
"130";"";"";"";"Box fermé au 2ᵉ sous-sol d'un immeuble bourgeois situé au 37 rue de Pommard 75012 Paris.  2 min à pied du  Métro Bercy lignes 14 et 6.  Largeur 2,20 m  Longueur 5,50 m Hauteur 1,85 m.  **Pour...";"locations";"appartements";"Pap";"Paris";"75012"
"820";"112.0";"6";"";"**Chambre rénovée et meublée** au sein d'une résidence avec grand séjour et cuisine équipée disponible rue Keufer dans le 13e arrondissement.  Elle est composée d'une pièce principale avec une salle...";"locations";"appartements";"Pap";"Paris";"75013"
"109";"";"";"";"Impasse du Moulin Vert. Emplacement de parking, 2nd sous-sol, sécurisé, gardien, camera, éclairage détecteur de mouvements, accès par large rampe, ouverture avec Bip.  emplacement idéale pour petit...";"locations";"appartements";"Pap";"Paris";"75014"
"1490";"22.0";"";"";"Paris 16ᵉ Nord - Dans immeuble haussmannien très grand standing. Au sein d'un cabinet de conseils et d'avocat. Bureau de 22 m² environ - grande hauteur sous plafond - entièrement câble rj45 et...";"locations";"appartements";"Pap";"Paris";"75016"
"200";"";"";"";"Proche Place de Mexico (entre Trocadéro et Place Victor Hugo). Au 2ème étage d'un immeuble de parkings, place accessible par large rampe fermée par portail au rez-de-chaussée accès piétons par porte...";"locations";"appartements";"Pap";"Paris";"75116"
"100";"";"";"";"Belle place de parking à louer dans résidence moderne et sécurisée (Pass Vigik, codes d'accès et vidéo-surveillance). Accès facile: 1er sous-sol face à l'entrée. Paris 13ème Quartier Tolbiac/BNF.";"locations";"appartements";"Pap";"Paris";"75013"
"3850";"90.0";"";"";"TROCADÉRO  A proximité rue de la Pompe et de l'avenue Victor Hugo, local  professionnel  ou à usage de bureau de 90M2 sur deux niveaux, avec escalier intérieur,  local Wc  DPE en cours";"locations";"appartements";"Pap";"Paris";"75016"
"902";"17.0";"1";"";"Paris 3, rue Turenne / rue Bretagne. Studio 16 m2 Carrez (17 m2 habitables) meublé (1 lit mezzanine 190x90 cm, 1 table, 2 chaises) au 6ème et dernier étage avec ascenseur. Immeuble 19ème siècle...";"locations";"appartements";"Pap";"Paris";"75003"
"5200";"78.0";"";"";"Disponible le 1e avril 2026. Il ne s'agit pas n'est pa un bail 3/6/9 mais une prestation de service le prix comprend tout (mobilier, wifi, chauffage, ménage, alarme, café), bref il s'agit d'un Bureau...";"locations";"appartements";"Pap";"Paris";"75011"
"1080";"18.0";"";"";"Paris 11ème Stations Métro : Bastille, Voltaire, Ledru Rollin, Gare de Lyon à 10 min à pied.  1er étage avec ascenseur / Pièce à usage exclusif de 18 m² au sein d'un local professionnel de 47m²  /...";"locations";"appartements";"Pap";"Paris";"75011"
"95";"";"";"";"Loyer  95 € / mois charges comprises. Grand emplacement de parking très facile d'accès au 1er sous-sol.  BIP très bien sécurisé.";"locations";"appartements";"Pap";"Paris";"75011"
"150";"";"";"";"Situé sur le Boulevard Brune sous un Immeuble de standing avec vidéo-surveillance.  Grand parking de 4 m x 2,5 m (10 m2), spacieux,  convient à tout type de véhicules : Gros SUV, 4x4, utilitaires et...";"locations";"appartements";"Pap";"Paris";"75014"
"1250";"30.0";"1";"";"Appartement / 1 pièce / 30 m² - 116 avenue Victor Hugo.  Studio de 30 m² avec en rez-de-chaussée sur cour avec cour privative de 15 m². Composé d'une pièce principale avec canapé lit, d'une cour...";"locations";"appartements";"Pap";"Paris";"75016"
"95";"13.0";"";"";"Nous louons au mois une place de parking sécurisée dans le 20ème arrondissement. Il s'agit d'une place en sous-terrain. Parking sécurisé au sous-sol d'une résidence avec bip pour actionner la porte...";"locations";"appartements";"Pap";"Paris";"75020"
"290";"";"";"";"Quartier Saint-Thomas d'Aquin à Paris 7ème au centre du quadrilatère Rue du Bac / Quai Voltaire / Rue des Saints Pères / Rue de l'Université.  Emplacement de parking  5m x 2,50m /  hauteur sous...";"locations";"appartements";"Pap";"Paris";"75007"
"1299";"21.0";"1";"";"Disponible Studio de 20m2 redesigné par architecte d'intérieur.  Profitez de ce logement exclusif en plein cœur du 8e arrondissement de Paris.  Le bien est loué meublé et tout équipé :  nécessaire de...";"locations";"appartements";"Pap";"Paris";"75008"
"1700";"32.0";"";"";"Loue bureaux - 4 à 6 postes de travail - Rond Point des Champs-Elysées - Calme et de plain pied  Je loue des bureaux situés au 7 rue d’Artois 75008 à deux pas des Champs-Elysées. 32m². Métros...";"locations";"appartements";"Pap";"Paris";"75008"
"1490";"23.0";"1";"";"**Superbe studio entièrement rénové, baigné de lumière, situé au 5ᵉ étage au cœur du Marais, offrant une vue dégagée exceptionnelle sur l'Hôtel de Ville.**  **Niché face à une place piétonne...";"locations";"appartements";"Pap";"Paris";"75004"
"120";"";"";"";"Je loue ma place de parking située au 1er sous-sol de la résidence Les Hespérides au 51 rue de l'Église, 75015, entre Charles Michels et Commerce.  L'entrée est sécurisée et peut se faire avec un...";"locations";"appartements";"Pap";"Paris";"75015"
